
20260615 19:58:07 - MainProcess | MainThread | runner.register:18 - DEBUG -Registered hook 'on_session_start' for event 'OnSessionStart'
20260621 09:37:30 - MainProcess | MainThread | runtime.start:85 - INFO -启动完成 dispatch_loop,等待消息。。。
20260621 09:37:30 - MainProcess | MainThread | agent_adapter_service.startup:53 - INFO -启动runtime完毕
20260621 09:37:30 - MainProcess | MainThread | maintenance_service.start_periodic_maintenance:85 - INFO -Monitor periodic maintenance started (interval=300s)
20260621 09:37:32 - MainProcess | MainThread | nacos_client._login:38 - INFO -Nacos 登录成功，Token 有效期至: 1782023822.181209
20260621 09:37:33 - MainProcess | MainThread | nacos_client.register_instance:69 - INFO -Registered instance: ai-service,ip:192.168.43.249,port:8002
20260621 09:37:33 - MainProcess | MainThread | service_registry.startup:31 - INFO -ai-service registered to nacos service=ai-service instance=192.168.43.249:8002 namespace=public
20260621 09:37:33 - MainProcess | MainThread | app.lifespan:76 - INFO -ai-service startup completed 
20260621 09:38:31 - MainProcess | MainThread | app.business_exception_handler:77 - INFO -BusinessException path=/api/user/get/login userId=None code=40100 message=未登录 traceId=0723ff53-b7e4-470d-8d11-9168be1d427a
20260621 09:38:37 - MainProcess | MainThread | nacos_client._login:38 - INFO -Nacos 登录成功，Token 有效期至: 1782023887.3037286
20260621 09:38:38 - MainProcess | MainThread | base.invoke:42 - INFO -grpc request serviceName=user-service resolvedInstance=192.168.227.1:50051 operation=Login latencyMs=108.66 attempt=1 traceId=None
20260621 09:38:38 - MainProcess | MainThread | base.invoke:42 - INFO -grpc request serviceName=user-service resolvedInstance=192.168.227.1:50051 operation=GetUser latencyMs=16.98 attempt=1 traceId=None
20260621 09:38:44 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=f140d1d7-b7ef-4448-a935-e3136d78564b method=POST path=/api/app/my/list/page/vo client=192.168.43.249
20260621 09:38:44 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=17526c90-6eae-40e5-91e2-ba31a3a7aea7 method=POST path=/api/app/my/list/page/vo client=192.168.43.249
20260621 09:38:45 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=17526c90-6eae-40e5-91e2-ba31a3a7aea7 method=POST path=/api/app/my/list/page/vo status=200
20260621 09:38:45 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=f140d1d7-b7ef-4448-a935-e3136d78564b method=POST path=/api/app/my/list/page/vo status=200
20260621 09:39:01 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=cba63d26-a01a-4061-89a3-0d1b8eb80737 method=GET path=/api/app/get/vo client=192.168.43.249
20260621 09:39:01 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=cba63d26-a01a-4061-89a3-0d1b8eb80737 method=GET path=/api/app/get/vo status=200
20260621 09:39:08 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=22906f01-f6ab-4b51-8868-ac7dd1b627ec method=GET path=/api/app/code/tree/10 client=192.168.43.249
20260621 09:39:08 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=22906f01-f6ab-4b51-8868-ac7dd1b627ec method=GET path=/api/app/code/tree/10 status=200
20260621 09:39:09 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=197a825d-6331-4c7d-80f7-9a4ad00e741f method=GET path=/api/app/db/tables/10 client=192.168.43.249
20260621 09:39:09 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=197a825d-6331-4c7d-80f7-9a4ad00e741f method=GET path=/api/app/db/tables/10 status=200
20260621 09:39:25 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=7757f98e-5645-4576-91b0-0b4fe9e3deb3 method=GET path=/api/app/code/file/10 client=192.168.43.249
20260621 09:39:25 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=7757f98e-5645-4576-91b0-0b4fe9e3deb3 method=GET path=/api/app/code/file/10 status=200
20260621 09:39:58 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=2959e89a-62e1-41d9-ae1c-eee4fc8be320 method=POST path=/api/app/code/run/10 client=192.168.43.249
20260621 09:39:58 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=2959e89a-62e1-41d9-ae1c-eee4fc8be320 method=POST path=/api/app/code/run/10 status=200
20260621 09:40:27 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=e06723e7-937e-4f40-b0c2-e40b80678ed0 method=GET path=/api/app/code/file/10 client=192.168.43.249
20260621 09:40:27 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=e06723e7-937e-4f40-b0c2-e40b80678ed0 method=GET path=/api/app/code/file/10 status=200
20260621 09:40:51 - MainProcess | MainThread | app.dispatch:51 - INFO -app-service request start traceId=55dc6bd8-0e7c-49ce-9b96-b79796f2875b method=GET path=/api/app/code/file/10 client=192.168.43.249
20260621 09:40:51 - MainProcess | MainThread | app.dispatch:60 - INFO -app-service request end traceId=55dc6bd8-0e7c-49ce-9b96-b79796f2875b method=GET path=/api/app/code/file/10 status=200
20260621 09:42:32 - MainProcess | MainThread | maintenance_service._periodic_maintenance_loop:187 - INFO -Periodic maintenance: chat_history_files_deleted=0 DB_cleanup_status=partial DB_deletedRows=25
20260621 09:43:09 - MainProcess | MainThread | app.generate_code_stream:91 - INFO -ai-service public stream request traceId=07a557f8-793d-4514-a294-65e74d372e29 requestId=e9e0e092-d9fa-41ee-9e9f-25c8dd125213 appId=10 messageLen=122 preview=data下是一份新闻数据，包括类别文档class.txt和训练，测试集，类别使用序号标注从0开始，要对这个数据进行分类建模，使用CNN进行分类，pytorch框
20260621 09:43:09 - MainProcess | MainThread | app.generate_code_stream:99 - INFO -ai-service public stream request {"app_id":10,"user_id":"userx","message":"data下是一份新闻数据，包括类别文档class.txt和训练，测试集，类别使用序号标注从0开始，要对这个数据进行分类建模，使用CNN进行分类，pytorch框架，帮我写一个进行训练测试的代码出来，要求训练好的模型可以保存方便测试集可以直接使用","session_id":"5725c558-46b1-4cbc-8816-32f35b5d55b6","trace_id":"07a557f8-793d-4514-a294-65e74d372e29","request_id":"e9e0e092-d9fa-41ee-9e9f-25c8dd125213","client_version":"ai-service","db_name":"prj_news","metadata":{}} 
20260621 09:43:09 - MainProcess | MainThread | runtime.submit_request:109 - INFO -message_bus 输送请求：e9e0e092-d9fa-41ee-9e9f-25c8dd125213
20260621 09:43:09 - MainProcess | MainThread | runtime._dispatch_loop:214 - INFO -dispatcher loop 接收到请求：e9e0e092-d9fa-41ee-9e9f-25c8dd125213 data下是一份新闻
20260621 09:43:09 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'OnSessionStart', running callback 'on_session_start'
20260621 09:43:11 - MainProcess | MainThread | async_client.__init__:97 - INFO -Init AsyncLLMClient with base_url=https://dashscope.aliyuncs.com/compatible-mode/v1, model=qwen3.7-plus
20260621 09:43:11 - MainProcess | MainThread | session_context.__post_init__:51 - INFO -5725c558-46b1-4cbc-8816-32f35b5d55b6
20260621 09:43:11 - MainProcess | MainThread | runtime._get_or_create_session_state:238 - DEBUG -新建一个session_state
20260621 09:43:11 - MainProcess | MainThread | runtime._dispatch_loop:227 - DEBUG -e9e0e092-d9fa-41ee-9e9f-25c8dd125213 已加入 session pending_requests
20260621 09:43:11 - MainProcess | MainThread | runtime._process_session_requests:290 - DEBUG -session event triggered, processing request: e9e0e092-d9fa-41ee-9e9f-25c8dd125213
20260621 09:43:11 - MainProcess | MainThread | runtime._process_session_requests:296 - DEBUG -请求任务开始执行:e9e0e092-d9fa-41ee-9e9f-25c8dd125213
20260621 09:43:11 - MainProcess | MainThread | session_context.build_system_prompt:64 - DEBUG -system prompt init success
20260621 09:43:11 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'OnTurnStart', running callback 'on_turn_start'
20260621 09:43:11 - MainProcess | MainThread | runtime._execute_request:398 - DEBUG -e9e0e092-d9fa-41ee-9e9f-25c8dd125213,0, 发送事件 OnTurnStart
20260621 09:43:11 - MainProcess | MainThread | session_context.micro_compact:99 - DEBUG -micro compact 前,30
20260621 09:43:11 - MainProcess | MainThread | micro.microcompact_messages:107 - DEBUG -micro compact total messages shreshold: 4230 ,single reuslt shreshold
20260621 09:43:11 - MainProcess | MainThread | session_context.micro_compact:105 - DEBUG -micro compact 后,30
20260621 09:43:11 - MainProcess | MainThread | runtime._execute_request:404 - DEBUG -e9e0e092-d9fa-41ee-9e9f-25c8dd125213,0, micro_compact
20260621 09:43:11 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreLLMCall', running callback 'pre_llm_call'
20260621 09:43:11 - MainProcess | MainThread | runtime._execute_step:509 - DEBUG -PreLLMCALL e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1
20260621 09:43:13 - MainProcess | MainThread | async_client.__init__:97 - INFO -Init AsyncLLMClient with base_url=https://dashscope.aliyuncs.com/compatible-mode/v1, model=qwen3.7-plus
20260621 09:43:13 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"OnTurnStart","data":{"request_id":"e9e0e092-d9fa-41ee-9e9f-25c8dd125213","step_counter":0},"state":"running"}
20260621 09:43:13 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"LLM_Thinking_Start","data":{"request_id":"e9e0e092-d9fa-41ee-9e9f-25c8dd125213","prompt_tokens":1420,"message_count":2},"state":"running"}
20260621 09:43:16 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"LLM_Response_Chunk","data":"Let我先了解","state":"running"}
20260621 09:43:16 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"LLM_Response_Chunk","data":"数据结构和","state":"running"}
20260621 09:43:16 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"LLM_Response_Chunk","data":"类别信息，然后再","state":"running"}
20260621 09:43:16 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"LLM_Response_Chunk","data":"编写代码。\n\n","state":"running"}
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:513 - DEBUG -{'content': 'Let我先了解数据结构和类别信息，然后再编写代码。\n\n', 'tool_calls': [{'id': 'call_a87e1289f38946dcbb61c60e', 'name': 'read_file', 'arguments': {'path': 'data/class.txt'}}, {'id': 'call_493f09117f4f4edbacd66d26', 'name': 'read_file', 'arguments': {'path': 'data/train.txt', 'limit': 20}}, {'id': 'call_6af0a405e25d4d48a81308dc', 'name': 'read_file', 'arguments': {'path': 'data/test.txt', 'limit': 20}}], 'finish_reason': 'tool_calls'}
20260621 09:43:18 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostLLMCall', running callback 'post_llm_call'
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:530 - DEBUG -PostLLMCall e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1
20260621 09:43:18 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:18 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionStart","data":{"tool_name":"read_file","tool_id":"call_a87e1289f38946dcbb61c60e","description":"执行工具: read_file"},"state":"running"}
20260621 09:43:18 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostToolUse', running callback 'post_tool_use'
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:668 - DEBUG -PostToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1
20260621 09:43:18 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:18 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionEnd","data":{"tool_name":"read_file","tool_id":"call_a87e1289f38946dcbb61c60e","description":"read_file, 执行结果：成功，path:class.txt,limit:None,offset:None","state":"success"},"state":"running"}
20260621 09:43:18 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionStart","data":{"tool_name":"read_file","tool_id":"call_493f09117f4f4edbacd66d26","description":"执行工具: read_file"},"state":"running"}
20260621 09:43:18 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostToolUse', running callback 'post_tool_use'
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:668 - DEBUG -PostToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1
20260621 09:43:18 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:18 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionEnd","data":{"tool_name":"read_file","tool_id":"call_493f09117f4f4edbacd66d26","description":"read_file, 执行结果：成功，path:train.txt,limit:20,offset:None","state":"success"},"state":"running"}
20260621 09:43:18 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionStart","data":{"tool_name":"read_file","tool_id":"call_6af0a405e25d4d48a81308dc","description":"执行工具: read_file"},"state":"running"}
20260621 09:43:18 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostToolUse', running callback 'post_tool_use'
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:668 - DEBUG -PostToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:695 - DEBUG -执行完一次step 迭代, step_id: e9e0e092-d9fa-41ee-9e9f-25c8dd125213_1, step_counter:1
20260621 09:43:18 - MainProcess | MainThread | thresholds.should_auto_compact:70 - DEBUG -estimate_token: 324 AUTOCOMPACT_THRESHOLD:7051
20260621 09:43:18 - MainProcess | MainThread | session_context.micro_compact:99 - DEBUG -micro compact 前,324
20260621 09:43:18 - MainProcess | MainThread | micro.microcompact_messages:107 - DEBUG -micro compact total messages shreshold: 4230 ,single reuslt shreshold
20260621 09:43:18 - MainProcess | MainThread | session_context.micro_compact:105 - DEBUG -micro compact 后,324
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_request:404 - DEBUG -e9e0e092-d9fa-41ee-9e9f-25c8dd125213,1, micro_compact
20260621 09:43:18 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreLLMCall', running callback 'pre_llm_call'
20260621 09:43:18 - MainProcess | MainThread | runtime._execute_step:509 - DEBUG -PreLLMCALL e9e0e092-d9fa-41ee-9e9f-25c8dd125213,2,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_2
20260621 09:43:19 - MainProcess | MainThread | async_client.__init__:97 - INFO -Init AsyncLLMClient with base_url=https://dashscope.aliyuncs.com/compatible-mode/v1, model=qwen3.7-plus
20260621 09:43:19 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionEnd","data":{"tool_name":"read_file","tool_id":"call_6af0a405e25d4d48a81308dc","description":"read_file, 执行结果：成功，path:test.txt,limit:20,offset:None","state":"success"},"state":"running"}
20260621 09:43:19 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"LLM_Thinking_Start","data":{"request_id":"e9e0e092-d9fa-41ee-9e9f-25c8dd125213","prompt_tokens":1714,"message_count":6},"state":"running"}
20260621 09:43:28 - MainProcess | MainThread | async_client._safe_build_tool_calls:21 - WARNING -Failed to parse tool call arguments for read_file, using raw string: Expecting value: line 1 column 23 (char 22)
20260621 09:43:28 - MainProcess | MainThread | async_client._safe_build_tool_calls:21 - WARNING -Failed to parse tool call arguments for read_file, using raw string: Expecting value: line 1 column 23 (char 22)
20260621 09:43:28 - MainProcess | MainThread | runtime._execute_step:513 - DEBUG -{'content': '', 'tool_calls': [{'id': 'call_a6b3be268ea146078501e14e', 'name': 'read_file', 'arguments': {'_raw_arguments': '{"path": "", "limit": }'}}, {'id': 'call_444c500417c14f1e98e934d6', 'name': 'read_file', 'arguments': {'_raw_arguments': '{"path": "", "limit": }'}}], 'finish_reason': 'tool_calls'}
20260621 09:43:28 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostLLMCall', running callback 'post_llm_call'
20260621 09:43:28 - MainProcess | MainThread | runtime._execute_step:530 - DEBUG -PostLLMCall e9e0e092-d9fa-41ee-9e9f-25c8dd125213,2,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_2
20260621 09:43:28 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,2,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_2
20260621 09:43:28 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:28 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,2,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_2
20260621 09:43:28 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:28 - MainProcess | MainThread | runtime._execute_step:695 - DEBUG -执行完一次step 迭代, step_id: e9e0e092-d9fa-41ee-9e9f-25c8dd125213_2, step_counter:2
20260621 09:43:28 - MainProcess | MainThread | thresholds.should_auto_compact:70 - DEBUG -estimate_token: 386 AUTOCOMPACT_THRESHOLD:7051
20260621 09:43:28 - MainProcess | MainThread | session_context.micro_compact:99 - DEBUG -micro compact 前,386
20260621 09:43:28 - MainProcess | MainThread | micro.microcompact_messages:107 - DEBUG -micro compact total messages shreshold: 4230 ,single reuslt shreshold
20260621 09:43:28 - MainProcess | MainThread | session_context.micro_compact:105 - DEBUG -micro compact 后,386
20260621 09:43:28 - MainProcess | MainThread | runtime._execute_request:404 - DEBUG -e9e0e092-d9fa-41ee-9e9f-25c8dd125213,2, micro_compact
20260621 09:43:28 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreLLMCall', running callback 'pre_llm_call'
20260621 09:43:28 - MainProcess | MainThread | runtime._execute_step:509 - DEBUG -PreLLMCALL e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:30 - MainProcess | MainThread | async_client.__init__:97 - INFO -Init AsyncLLMClient with base_url=https://dashscope.aliyuncs.com/compatible-mode/v1, model=qwen3.7-plus
20260621 09:43:30 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionEnd","data":{"tool_name":"read_file","tool_id":"call_a6b3be268ea146078501e14e","description":"read_file 执行失败: path 为空","state":"failure"},"state":"running"}
20260621 09:43:30 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionEnd","data":{"tool_name":"read_file","tool_id":"call_444c500417c14f1e98e934d6","description":"read_file 执行失败: path 为空","state":"failure"},"state":"running"}
20260621 09:43:30 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"LLM_Thinking_Start","data":{"request_id":"e9e0e092-d9fa-41ee-9e9f-25c8dd125213","prompt_tokens":1776,"message_count":9},"state":"running"}
20260621 09:43:34 - MainProcess | MainThread | runtime._execute_step:513 - DEBUG -{'content': '', 'tool_calls': [{'id': 'call_78b7b9084f8749feb2b12c97', 'name': 'read_file', 'arguments': {'path': 'data/class.txt'}}, {'id': 'call_c5a5091576304d519464b46b', 'name': 'read_file', 'arguments': {'path': 'data/train.txt', 'limit': 20}}, {'id': 'call_dff4b6cb9eac4c1d91c29213', 'name': 'read_file', 'arguments': {'path': 'data/test.txt', 'limit': 20}}, {'id': 'call_8b5e3caf0c8a470da6e5c6c7', 'name': 'read_file', 'arguments': {'path': 'data/dev.txt', 'limit': 20}}], 'finish_reason': 'tool_calls'}
20260621 09:43:34 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostLLMCall', running callback 'post_llm_call'
20260621 09:43:34 - MainProcess | MainThread | runtime._execute_step:530 - DEBUG -PostLLMCall e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:34 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:34 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:35 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionStart","data":{"tool_name":"read_file","tool_id":"call_78b7b9084f8749feb2b12c97","description":"执行工具: read_file"},"state":"running"}
20260621 09:43:35 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostToolUse', running callback 'post_tool_use'
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:668 - DEBUG -PostToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:35 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:35 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionEnd","data":{"tool_name":"read_file","tool_id":"call_78b7b9084f8749feb2b12c97","description":"read_file, 执行结果：成功，path:class.txt,limit:None,offset:None","state":"success"},"state":"running"}
20260621 09:43:35 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionStart","data":{"tool_name":"read_file","tool_id":"call_c5a5091576304d519464b46b","description":"执行工具: read_file"},"state":"running"}
20260621 09:43:35 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostToolUse', running callback 'post_tool_use'
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:668 - DEBUG -PostToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:35 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:35 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionEnd","data":{"tool_name":"read_file","tool_id":"call_c5a5091576304d519464b46b","description":"read_file, 执行结果：成功，path:train.txt,limit:20,offset:None","state":"success"},"state":"running"}
20260621 09:43:35 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionStart","data":{"tool_name":"read_file","tool_id":"call_dff4b6cb9eac4c1d91c29213","description":"执行工具: read_file"},"state":"running"}
20260621 09:43:35 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostToolUse', running callback 'post_tool_use'
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:668 - DEBUG -PostToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:593 - DEBUG -PreToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:35 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreToolUse', running callback 'pre_tool_use'
20260621 09:43:35 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionEnd","data":{"tool_name":"read_file","tool_id":"call_dff4b6cb9eac4c1d91c29213","description":"read_file, 执行结果：成功，path:test.txt,limit:20,offset:None","state":"success"},"state":"running"}
20260621 09:43:35 - MainProcess | MainThread | agent_adapter_service.stream_message:84 - INFO -stream message {"event_type":"ToolExecutionStart","data":{"tool_name":"read_file","tool_id":"call_8b5e3caf0c8a470da6e5c6c7","description":"执行工具: read_file"},"state":"running"}
20260621 09:43:35 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PostToolUse', running callback 'post_tool_use'
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:668 - DEBUG -PostToolUse e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:695 - DEBUG -执行完一次step 迭代, step_id: e9e0e092-d9fa-41ee-9e9f-25c8dd125213_3, step_counter:3
20260621 09:43:35 - MainProcess | MainThread | thresholds.should_auto_compact:70 - DEBUG -estimate_token: 796 AUTOCOMPACT_THRESHOLD:7051
20260621 09:43:35 - MainProcess | MainThread | session_context.micro_compact:99 - DEBUG -micro compact 前,796
20260621 09:43:35 - MainProcess | MainThread | micro.microcompact_messages:107 - DEBUG -micro compact total messages shreshold: 4230 ,single reuslt shreshold
20260621 09:43:35 - MainProcess | MainThread | session_context.micro_compact:105 - DEBUG -micro compact 后,796
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_request:404 - DEBUG -e9e0e092-d9fa-41ee-9e9f-25c8dd125213,3, micro_compact
20260621 09:43:35 - MainProcess | MainThread | runner.dispatch:56 - DEBUG -Dispatching hook 'PreLLMCall', running callback 'pre_llm_call'
20260621 09:43:35 - MainProcess | MainThread | runtime._execute_step:509 - DEBUG -PreLLMCALL e9e0e092-d9fa-41ee-9e9f-25c8dd125213,4,e9e0e092-d9fa-41ee-9e9f-25c8dd125213_4
20260621 09:43:38 - MainProcess | MainThread | async_client.__init__:97 - INFO -Init AsyncLLMClient with base_url=https://dashscope.aliyuncs.com/compatible-mode/v1, model=qwen3.7-plus
